mean,number_of_topics,var
837.166,5,19.197
745.829,10,18.405
733.14,15,21.112
746.075,20,27.552
774.735,25,23.76
813.366,30,27.391
874.11,35,27.37
931.035,40,38.214
1002.37,45,43.911
1073.811,50,45.147
