mean,number_of_topics,var
1403.175,5,29.902
1353.607,10,20.821
1330.967,15,20.201
1340.564,20,27.753
1320.976,25,25.333
1330.41,30,20.724
1309.386,35,18.118
1324.509,40,37.371
1318.773,45,31.79
1328.582,50,30.728
