mean,number_of_topics,var
1271.749,5,19.285
1168.29,10,19.867
1113.942,15,24.525
1075.179,20,18.997
1049.105,25,15.264
1034.07,30,18.392
1036.478,35,25.557
1055.153,40,20.753
1078.733,45,16.768
1117.283,50,20.947
