mean,number_of_topics,var
1274.4,5,14.167
1171.645,10,24.62
1111.59,15,13.688
1076.817,20,22.012
1044.311,25,28.825
1030.806,30,22.327
1035.008,35,17.377
1046.462,40,13.957
1083.462,45,23.928
1111.338,50,21.264
