mean,number_of_topics,var
1298.614,5,4.008
1209.778,10,1.625
1183.613,15,5.592
1146.537,20,2.789
1127.814,25,4.365
1107.654,30,3.229
1106.761,35,1.836
1094.15,40,2.76
1093.78,45,1.821
1088.637,50,1.652
