mean,number_of_topics,var
815.411,5,17.354
725.991,10,17.999
690.987,15,22.528
697.031,20,19.202
704.45,25,22.703
728.756,30,20.415
766.373,35,39.179
804.1,40,34.944
847.626,45,29.966
887.67,50,38.733
