mean,number_of_topics,var
829.817,5,19.651
731.585,10,9.671
705.512,15,17.092
700.08,20,18.623
712.179,25,17.472
730.114,30,26.996
765.139,35,28.467
811.479,40,28.21
851.414,45,35.603
889.374,50,38.719
