mean,number_of_topics,var
1307.89,5,0.0
1208.915,10,9.168
1161.388,15,2.947
1135.751,20,2.254
1115.59,25,4.587
1104.956,30,4.592
1091.181,35,1.929
1084.249,40,1.488
1087.849,45,4.473
1075.695,50,4.377
