mean,number_of_topics,var
804.209,5,16.912
712.683,10,23.491
699.173,15,22.206
708.943,20,18.599
732.416,25,21.034
769.938,30,20.857
828.127,35,32.793
888.967,40,22.001
970.102,45,25.384
1030.444,50,12.266
