mean,number_of_topics,var
859.148,5,41.514
772.895,10,40.05
767.364,15,50.279
793.335,20,56.193
833.202,25,58.4
881.197,30,66.325
951.82,35,79.187
1031.188,40,87.215
1126.83,45,93.185
1222.49,50,89.466
