mean,number_of_topics,var
766.381,5,32.559
669.181,10,20.153
625.183,15,13.35
621.071,20,17.131
621.156,25,17.17
633.061,30,12.092
659.303,35,21.591
693.22,40,22.245
723.776,45,19.064
752.653,50,26.284
