mean,number_of_topics,var
787.597,5,35.635
675.726,10,21.903
644.492,15,19.149
624.834,20,9.73
626.46,25,13.435
636.005,30,12.375
660.903,35,13.424
691.031,40,18.309
731.629,45,23.284
755.838,50,9.042
