mean,number_of_topics,var
843.288,5,14.516
752.693,10,12.342
745.624,15,16.242
759.119,20,17.085
789.27,25,12.648
832.309,30,14.11
894.082,35,12.812
951.804,40,20.065
1023.565,45,25.203
1098.418,50,24.691
