mean,number_of_topics,var
1247.318,5,24.937
1152.959,10,37.112
1099.085,15,36.977
1059.765,20,41.938
1034.729,25,48.998
1019.033,30,38.808
1027.261,35,37.299
1037.93,40,40.169
1069.929,45,41.585
1101.385,50,49.214
